openalex_id,doi,title,year,date,type,authors,venue,landing_page,pdf_url,open_access,cited_by_count,discovery_queries,abstract
https://openalex.org/W4414566849,https://doi.org/10.1109/comst.2026.3670854,"A Survey on Wi-Fi Sensing Generalizability: Taxonomy, Techniques, Datasets, and Future Research Prospects",2026,2026-01-01,article,Fei Wang; Tingting Zhang; Wei Xi; Han Ding; Ge Wang; Di Zhang; Yuanhao Cui; Fan Liu; Jinsong Han; Jie Xu; Tony Xiao Han,IEEE Communications Surveys & Tutorials,https://doi.org/10.1109/comst.2026.3670854,,True,5,semantic-memory-compression,"Wi-Fi sensing has emerged as a powerful non-intrusive technology for recognizing human activities, monitoring vital signs, and enabling context-aware applications using commercial wireless devices. However, the performance of Wi-Fi sensing often degrades when applied to new users, devices, or environments due to significant domain shifts. To address this challenge, researchers have proposed a wide range of generalization techniques aimed at enhancing the robustness and adaptability of Wi-Fi sensing systems. In this survey, we provide a comprehensive and structured review of over 200 papers published since 2015, categorizing them according to the Wi-Fi sensing pipeline: experimental setup, signal preprocessing, feature learning, and model deployment. We analyze key techniques, including signal preprocessing, domain adaptation, meta-learning, metric learning, data augmentation, cross-modal alignment, federated learning, and continual learning. Furthermore, we summarize publicly available datasets across various tasks, such as activity recognition, user identification, indoor localization, and pose estimation, and provide insights into their domain diversity. We also discuss emerging trends and future directions, including large-scale pretraining, integration with multimodal foundation models, and continual deployment. To foster community collaboration, we introduce the Sensing Dataset Platform (SDP) (http://www.sdp8.org/) for sharing datasets and models. This survey aims to serve as a valuable reference and practical guide for researchers and practitioners dedicated to improving the generalizability of Wi-Fi sensing systems. Notably, while this paper focuses on Wi-Fi sensing, it is important to emphasize that the methodologies discussed in the feature learning and model deployment stages, e.g., domain alignment, metric learning, meta-learning, federated learning, and continual learning, are equally applicable to a broader range of wireless sensing generalization challenges, such as those encountered in millimeter radar-based human sensing. Given the rapid evolution of this field, we will continuously maintain and update relevant resources at https://github.com/aiotgroup/ awesome-wireless-sensing-generalization."
https://openalex.org/W7160304775,https://doi.org/10.3390/jcp6030084,Model Context Protocol Threat Modeling and Analysis of Vulnerabilities to Prompt Injection with Tool Poisoning,2026,2026-05-05,article,Charoes Huang; Xin Huang; Ngoc Phu Tran; Amin Milani Fard,Journal of Cybersecurity and Privacy,https://doi.org/10.3390/jcp6030084,https://www.mdpi.com/2624-800X/6/3/84/pdf?version=1777976292,True,4,memory-safety,"The Model Context Protocol (MCP) has rapidly emerged as a universal standard for connecting AI assistants to external tools and data sources. While the MCP simplifies integration between AI applications and various services, it introduces significant security vulnerabilities, particularly on the client side. In this work, we conduct threat modelings of MCP implementations using STRIDE (Spoofing, Tampering, Repudiation, Information Disclosure, Denial of Service, Elevation of Privilege) and DREAD (Damage, Reproducibility, Exploitability, Affected Users, Discoverability) frameworks across six key components: MCP host, MCP client, LLM, MCP server, external data stores, and authorization server. This comprehensive analysis reveals tool poisoning—where malicious instructions are embedded in tool metadata—as the most prevalent and impactful client-side vulnerability. We therefore focus our empirical evaluation on this critical attack vector, providing a systematic comparison of how seven major MCP clients validate and defend against tool poisoning attacks. Our analysis reveals significant security issues with most tested clients due to insufficient static validation and parameter visibility. We propose a multi-layered defense strategy encompassing static metadata analysis, model decision path tracking, behavioral anomaly detection, and user transparency mechanisms. This research addresses a critical gap in MCP security, which has primarily focused on server-side vulnerabilities, and provides actionable recommendations and mitigation strategies for securing AI agent ecosystems."
https://openalex.org/W7139993145,https://doi.org/10.1057/s41599-026-06621-5,"Meta-cognitive insights into cognitive offloading: mechanisms, interventions, and educational implications",2026,2026-03-21,article,Yufei Guo; Qun Ye,Humanities and Social Sciences Communications,https://doi.org/10.1057/s41599-026-06621-5,https://www.nature.com/articles/s41599-026-06621-5_reference.pdf,True,4,prospective-memory-offloading,"Cognitive offloading, the practice of shifting cognitive tasks to external aids, significantly enhances problem-solving and learning efficiency. This paper offers a comprehensive review of cognitive offloading from a metacognitive perspective, uniquely applying the distinction between metacognitive beliefs (stable, self-conceptions) and metacognitive experiences (dynamic, task-specific feelings) within Nelson and Naren’s dynamic model of metacognition to analyze underlying mechanisms, intervention efficacy, and educational implications. We demonstrate how this dual-process framework reconciles contradictory findings regarding feedback interventions and individual differences in offloading behavior. By tracing the temporal evolution from belief-based anchoring to experience-driven updating, we explain why interventions show phase-specific effects and derive targeted pedagogical strategies for educators. Our analysis provides evidence-based guidance for optimizing offloading in diverse learning environments while mitigating risks of maladaptive tool reliance, offering a robust theoretical foundation that extends beyond existing reviews focused on specific paradigms or empirical synthesis."
https://openalex.org/W7166848218,https://doi.org/10.18653/v1/2026.acl-long.27,How Memory Management Impacts LLM Agents: An Empirical Study of Experience-Following Behavior,2026,2026-01-01,conference-paper,Zidi Xiong; Yuping Lin; Wenya Xie; Pengfei He; Zirui Liu; Jiliang Tang; Himabindu Lakkaraju; Zhen Xiang,,https://doi.org/10.18653/v1/2026.acl-long.27,https://aclanthology.org/2026.acl-long.27.pdf,True,3,agent-consolidation,"Zidi Xiong, Yuping Lin, Wenya Xie, Pengfei He, Zirui Liu, Jiliang Tang, Himabindu Lakkaraju, Zhen Xiang. Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers). 2026."
https://openalex.org/W7125815478,https://doi.org/10.3390/philosophies11010012,Scientific Artificial Intelligence: From a Procedural Toolkit to Cognitive Coauthorship,2026,2026-01-27,article,Adilbek K. Bisenbaev,Philosophies,https://doi.org/10.3390/philosophies11010012,https://www.mdpi.com/2409-9287/11/1/12/pdf?version=1769478869,True,3,agent-consolidation,"This article proposes a redefinition of scientific authorship under conditions of algorithmic mediation. We shift the discussion from the ontological dichotomy of “tool versus author” to an operationalizable epistemology of contribution. Building on the philosophical triad of instrumentality—intervention, representation, and hermeneutics—we argue that contemporary AI systems (notably large language models, LLMs) exceed the role of a merely “mute” accelerator of procedures. They now participate in the generation of explanatory structures, the reframing of research problems, and the semantic reconfiguration of the knowledge corpus. In response, we formulate the AI-AUTHorship framework, which remains compatible with an anthropocentric legal order while recognizing and measuring AI’s cognitive participation. We introduce TraceAuth, a protocol for tracing cognitive chains of reasoning, and AIEIS (AI epistemic impact score), a metric that stratifies contributions along the axes of procedural (P), semantic (S), and generative (G) participation. The threshold between “support” and “creation” is refined through a battery of operational tests (alteration of the problem space; causal/counterfactual load; independent reproducibility without AI; interpretability and traceability). We describe authorship as distributed epistemic authorship (DEA): a network of people, artifacts, algorithms, and institutions in which AI functions as a nonsubjective node whose contribution is nonetheless auditable. The framework closes the gap between the de facto involvement of AI and de jure norms by institutionalizing a regime of “recognized participation,” wherein transparency, interpretability, and reproducibility of cognitive trajectories become conditions for acknowledging contribution, whereas human responsibility remains nonnegotiable."
https://openalex.org/W7130538992,https://doi.org/10.21203/rs.3.rs-8466783/v1,"TraceGraph: versioned, provenance-linked clinicalevidence graphs for guideline drift detection and safetysignal auditing",2026,2026-02-20,preprint,Shuang Cao; Rui Li; Ruihua Liu; Alexandre Duprey,Research Square,https://doi.org/10.21203/rs.3.rs-8466783/v1,https://www.researchsquare.com/article/rs-8466783/latest.pdf,True,3,temporal-provenance-storage,
https://openalex.org/W7140141130,https://doi.org/10.18653/v1/2026.eacl-long.15,H-MEM: Hierarchical Memory for High-Efficiency Long-Term Reasoning in LLM Agents,2026,2026-01-01,conference-paper,Haoran Sun; Shaoning Zeng; Bob Zhang,,https://doi.org/10.18653/v1/2026.eacl-long.15,https://aclanthology.org/2026.eacl-long.15.pdf,True,2,agent-episodic,"Long-term memory is one of the key factors influencing the reasoning capabilities of Large Language Model Agents (LLM Agents).Incorporating a memory mechanism that effectively integrates past interactions can significantly enhance decision-making and contextual coherence of LLM Agents.While recent works have made progress in memory storage and retrieval, such as encoding memory into dense vectors for similarity-based search or organizing knowledge in the form of graph, these approaches often fall short in structured memory organization and efficient retrieval.To address these limitations, we propose a Hierarchical Memory (H-MEM) architecture for LLM Agents that organizes and updates memory in a multi-level fashion based on the degree of semantic abstraction.Each memory vector is embedded with a positional index encoding pointing to its semantically related submemories in the next layer.During the reasoning phase, an index-based routing mechanism enables efficient, layer-by-layer retrieval without performing exhaustive similarity computations.We evaluate our method on five task settings from the LoCoMo dataset.Experimental results show that our approach consistently outperforms five baseline methods, demonstrating its effectiveness in long-term dialogue scenarios."
https://openalex.org/W7134856335,https://doi.org/10.1155/hbe2/9946143,Shared Minds: The Cognitive Parallels Between Humans and Artificial Intelligence,2026,2026-01-01,article,Sébastien Tremblay; Alexandre Marois; Marzieh Zare; Daniel Lafond,Human Behavior and Emerging Technologies,https://doi.org/10.1155/hbe2/9946143,,True,2,semantic-memory-compression,"This narrative review integrates evidence from cognitive science and AI research to challenge commonly accepted dichotomies between human and artificial cognition, such as the assumed divide between genuine human understanding and mere machine pattern matching. Instead, we propose a view that recognises similarities in their cognitive architectures and processes. Human and artificial cognition seem to operate through comparable mechanisms, as both rely on statistical processing, associative pattern recognition and approximation rather than perfect logic. Through a systematic comparison of core cognitive domains across 363 articles, we highlight parallels in capabilities and limitations, including shared vulnerabilities to biases, memory distortions and decision‐making opacity. We critically examine popular narratives such as the stochastic parrot argument and the myth of human rationality. These positions often rely on idealised views of human cognition that are contradicted by cognitive and neuroscientific evidence. This review calibrates expectations of both human and artificial systems by moving beyond both AI alarmism and human exceptionalism towards a more empirically grounded perspective on cognition. Our comparative review acknowledges both the shared statistical foundations of intelligence and differences in embodiment, intentionality and phenomenological aspects of cognition. This perspective has implications for human–AI collaboration, cognitive performance benchmarking and research on AI transparency."
https://openalex.org/W7166823182,https://doi.org/10.18653/v1/2026.findings-acl.2069,From Storage to Experience: A Survey on the Evolution of LLM Agent Memory Mechanisms,2026,2026-01-01,conference-paper,Jinghao Luo; Yuchen Tian; Chuxue Cao; Ziyang Luo; Hongzhan Lin; Kaixin Li; Chuyi Kong; Ruichao Yang; Jing Ma,,https://doi.org/10.18653/v1/2026.findings-acl.2069,https://aclanthology.org/2026.findings-acl.2069.pdf,True,1,agent-consolidation;agent-forgetting,"Large Language Model (LLM)-based agents have fundamentally reshaped artificial intelligence by integrating external tools and planning capabilities.While memory mechanisms have emerged as the architectural cornerstone of these systems, current research remains fragmented, oscillating between operating system engineering and cognitive science.This theoretical divide prevents a unified view of technological synthesis and a coherent evolutionary perspective.To bridge this gap, this survey proposes a novel evolutionary framework for LLM agent memory mechanisms, formalizing the development process into three stages: Storage (trajectory preservation), Reflection (trajectory refinement), and Experience (trajectory abstraction).We first formally define these three stages before analyzing the three core drivers of this evolution: the necessity for long-range consistency, the challenges in dynamic environments, and the ultimate goal of continual learning.Furthermore, we specifically explore two transformative mechanisms in the frontier Experience stage: active exploration and cross-trajectory abstraction.By synthesizing these disparate views, this work offers robust design principles and a clear roadmap for the development of next-generation LLM agents."
https://openalex.org/W7140122680,https://doi.org/10.18653/v1/2026.eacl-demo.10,IntelliCode: A Multi-Agent LLM Tutoring System with Centralized Learner Modeling,2026,2026-01-01,conference-paper,Jones David; Shreya Ghosh,,https://doi.org/10.18653/v1/2026.eacl-demo.10,https://aclanthology.org/2026.eacl-demo.10.pdf,True,1,agent-forgetting,"LLM-based tutors are typically single-turn assistants that lack persistent representations of learner knowledge, making it difficult to provide principled, transparent, and long-term pedagogical support.We introduce Intelli-Code, a multi-agent LLM tutoring system built around a centralized, versioned learner state that integrates mastery estimates, misconceptions, review schedules, and engagement signals.A StateGraph Orchestrator coordinates six specialized agents: skill assessment, learner profiling, graduated hinting, curriculum selection, spaced repetition, and engagement monitoring, each operating as a pure transformation over the shared state under a single-writer policy.This architecture enables auditable mastery updates, proficiency-aware hints, dependency-aware curriculum adaptation, and safety-aligned prompting.Our demo showcases an end-to-end tutoring workflow: a learner attempts a DSA problem, receives a conceptual hint when stuck, submits a corrected solution, and immediately sees mastery updates and a personalized review interval.We report validation results with simulated learners, showing stable state updates, improved task success with graduated hints, and diverse curriculum coverage. 12"
https://openalex.org/W7127963105,https://doi.org/10.5281/zenodo.18506137,Metaklei: A Stratification Framework for Differentiating Androgen-Enhanced from Training-Only Skeletal Muscle Memory,2026,2026-02-06,article,Yusuf Kilic,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.18506137,,True,0,skeletal-muscle-memory,"The concept of muscle memory describes the enhanced capacity of skeletal muscle to regain size and strength following detraining. While well supported in both animal and human research, current literature largely treats muscle memory as a uniform adaptation, without systematically accounting for prior exposure to exogenous androgens. Most human studies either explicitly exclude individuals with a history of anabolic-androgenic steroid (AAS) use or fail to stratify cohorts according to lifetime androgen exposure, introducing a potentially significant and underappreciated confounding variable. We propose that hypertrophy achieved under androgen-enhanced conditions may result in a qualitatively distinct and more persistent adaptive state than hypertrophy induced by training alone. We conceptualize this persistently elevated physiological reference state as Metaklei, characterized by augmented myonuclear permanence, sustained transcriptional readiness, and long-term epigenetic priming. Failure to distinguish this state from training-only muscle memory may lead to inflated effect sizes, obscured mechanistic interpretations, and incomplete models of human muscle plasticity in retraining studies. This paper introduces Metaklei as a descriptive stratification framework, not as a normative, ethical, or policy-oriented model. The framework is structured along three axes: qualitative differences in myonuclear and transcriptional capacity following androgen-enhanced hypertrophy; methodological bias arising from unrecognized former AAS users within ostensibly drug-free cohorts; and temporal stability, as animal data suggest that androgen-induced myonuclear accretion may persist longer than adaptations achieved through training alone. We call for longitudinal human studies incorporating detailed lifetime androgen exposure histories, stratified analyses, and long-term (>10 years) assessment of myonuclear and epigenetic retention. Recognizing Metaklei as a distinct physiological reference state may refine study design and mechanistic interpretation in exercise physiology, rehabilitation, aging research, and anti-doping science, without presupposing ethical or regulatory conclusions. - Conceptual and methodological framework paper introducing Metaklei as a stratification model for skeletal muscle memory research."
